,0
0,0.843976287594671
1,0.243597767458273
2,0.6167162817116019
3,0.9671127222235305
4,0.6673598092837515
5,0.16112558819306455
6,0.7338830289129973
7,0.8077145625030356
8,0.3301809178519851
9,0.5899825716196535
10,0.49034924168616445
11,0.44172195201547393
12,0.49488925914120296
13,0.2811684489109495
14,0.4318609749806904
15,0.8201988323356604
16,0.16968479701988193
17,0.42634782497214607
18,0.06609371997507418
19,0.38035260093744705
20,0.8494795905543158
21,0.15949349957883185
22,0.9943079540155986
23,0.7851103889148952
24,0.1102076369035414
25,0.3073962030101368
26,0.7149116978010951
27,0.4576209324277295
28,0.9576496757414898
29,0.48873020622694896
30,0.8687168948949041
31,0.6442913556911587
32,0.009367938167754053
33,0.7303827279638726
34,0.5504314908877012
35,0.7671812681852469
36,0.4501808100681173
37,0.9455593016084486
38,0.10766102374603737
39,0.6425728896587838
40,0.6014802716748346
41,0.6948386901148392
42,0.30872431898136343
43,0.23573639615775255
44,0.624314238286416
45,0.9353023862319816
46,0.17350932961317211
47,0.5978199294606867
48,0.7076112467617938
49,0.8977591930515635
50,0.6869090313584273
51,0.7345638486942252
52,0.6866132092344142
53,0.7236192044525531
54,0.25120531793934064
55,0.7918594492806891
56,0.24605209487802393
57,0.8116977638002374
58,0.38831539073719346
59,0.42177029522590403
60,0.5190077282252004
61,0.33123230957710803
62,0.5941635896850694
63,0.6266274682586955
64,0.7877586877694986
65,0.8565014490085778
66,0.3500217967104242
67,0.41038941509355453
68,0.17963689893936574
69,0.5819219505528136
70,0.41790026671013325
71,0.551337425336425
72,0.7585651728776169
73,0.6562854205232563
74,0.29023354414178393
75,0.7094734823404535
76,0.13303847748654218
77,0.5541080631462396
78,0.37811054483416195
79,0.7038009615044749
80,0.9372452247893893
81,0.5348328148755731
82,0.8785260628650922
83,0.5397365339940311
84,0.04748837371979919
85,0.790389711304321
86,0.03328802521292995
87,0.5588099789487362
88,0.8896249185589141
89,0.6767649652747666
90,0.7971846188563455
91,0.9711112271804792
92,0.12365442033046214
93,0.6458815872303615
94,0.02782837382580461
95,0.8912220606673047
96,0.2696767853901727
97,0.49563167562063604
98,0.42411269049000655
99,0.13980132260539735
100,0.03206682658165283
101,0.5282701983117816
102,0.39662189715921536
103,0.5346758364745013
104,0.47177921493786945
105,0.8081997117308894
106,0.5910677200875254
107,0.27505720257149147
108,0.8688937928281933
109,0.239685812821417
110,0.18288747086699675
111,0.7145938190541699
112,0.13278421875604285
113,0.0637289065504647
114,0.7129902789009981
115,0.49112263518509636
116,0.11804390267404463
117,0.654033298555273
118,0.09613291911708133
119,0.4776346942479618
120,0.270117010842279
121,0.7676945516284126
122,0.056540000562599
123,0.6034250695923037
124,0.22287953500659474
125,0.5945996997169284
126,0.9923653368153003
127,0.770630469619175
128,0.457274540306977
129,0.12566533541268565
130,0.5690716251934584
131,0.4484567121400752
132,0.9340816242240867
133,0.8261090864097295
134,0.11515404155812192
135,0.22716614143850877
136,0.10655435063309582
137,0.08925528034704333
138,0.8869705412587108
139,0.576682373504013
140,0.07549517759329893
141,0.46766159886580205
142,0.9552430142458906
143,0.49729764734965354
144,0.8799542916375054
145,0.29488680388283306
146,0.5525188568893746
147,0.803727343588057
148,0.5380226995156708
149,0.4353025691878557
150,0.1605265519343243
151,0.7316275668074259
152,0.5491384696456604
153,0.4253749806002486
154,0.5887110192896653
155,0.4619213580943895
156,0.8817992624177727
157,0.4547794825357411
158,0.7790463710776129
159,0.527409236221681
160,0.6106148928959645
161,0.8678661306746311
162,0.6849207337144158
163,0.3864867958554763
164,0.01570275705727575
165,0.7551348077437331
166,0.947449526214932
167,0.09434908819806909
168,0.15864116435304665
169,0.30686772350873814
170,0.589710478909043
171,0.14972255946842294
172,0.33530703231302417
173,0.5771041841633211
174,0.4080580850565143
175,0.8470785514553755
176,0.29116364213064017
177,0.5991917121471694
178,0.6437929402529251
179,0.1489632132055213
180,0.7785646844651499
181,0.8858604210719762
182,0.0869887988628496
183,0.15580100664109764
184,0.11034157777541853
185,0.3809117815724945
186,0.19688196371237165
187,0.17895846145935002
188,0.6628282232864646
189,0.23370851812318416
190,0.286442008118169
191,0.7899247845988561
192,0.14988320631275975
193,0.6607823278014252
194,0.53128229153867
195,0.6149350362645686
196,0.052610770151634845
197,0.622339415490881
198,0.0823897206030072
199,0.9800676287780622
200,0.05220104937764691
201,0.37736921824225467
202,0.44639533076984506
203,0.8327119579058652
204,0.46546789948350453
205,0.4973941065256483
206,0.6390637728954083
207,0.37702609452773295
208,0.32747743423241005
209,0.25134498590386267
210,0.42298371717763905
211,0.5057533097243238
212,0.4072077779696288
213,0.5662779467564439
214,0.9519989745808068
215,0.44778323600374126
216,0.8011159968398148
217,0.7855573301215856
218,0.7136587310973167
219,0.42097746359846255
220,0.09636410424568587
221,0.09289291592040083
222,0.5154241096177976
223,0.7967964661932015
224,0.7824944001407022
225,0.33303300215611276
226,0.6591222715184565
227,0.5821826955903099
228,0.5877902568591581
229,0.7374706675891115
230,0.7852759187441622
231,0.7036547973650966
232,0.5096859861205227
233,0.10197247662310704
234,0.8422392775350614
235,0.11504045746728198
236,0.9155755156089356
237,0.5530515601336776
238,0.29488177991225883
239,0.853344888119601
240,0.37401110161905426
241,0.547111367922679
242,0.4284049619724055
243,0.17238461170034847
244,0.8296183653253644
245,0.7588517326155909
246,0.20144302392229096
247,0.2984372522115448
248,0.8830936235376381
249,0.6354654181458693
250,0.4636149478281675
251,0.8788952985263223
252,0.14115186740567487
253,0.5044369478735805
254,0.8824028629371171
255,0.8522020910326275
256,0.21132280729577102
257,0.5489747314934763
258,0.933316179987269
259,0.08629782922091433
260,0.25239734130710256
261,0.6126557241212104
262,0.32882913305530326
263,0.820199931279555
264,0.3346994182136619
265,0.512519941634243
266,0.558747215080661
267,0.5818962798020141
268,0.353264332696393
269,0.9094293978169877
270,0.7468744720838925
271,0.9370040567355878
272,0.8397092695739423
273,0.5494531523912272
274,0.6854205200411534
275,0.5812467100621308
276,0.19430763900316594
277,0.7834430844811677
278,0.13908318922153684
279,0.31977069841297856
280,0.33663185380011296
281,0.8284174038374976
282,0.21915541708443387
283,0.9594425850019136
284,0.663634124724349
285,0.3029943734930859
286,0.12908234737190794
287,0.47538194144808554
288,0.05289250478151053
289,0.030551895096147197
290,0.5889456829707321
291,0.11411622297332347
292,0.686655302040819
